Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude
337,234,IRT,Eastern Pky,Nevins St,Bk,2 3 4 5,Subway,40.688246,-73.980492
626,239,IRT,Eastern Pky,Franklin Av,Bk,2 3 4 5,Subway,40.670682,-73.958131
345,250,IRT,Eastern Pky,Crown Hts - Utica Av,Bk,3 4,Subway,40.668897,-73.932942
378,401,IRT,Jerome Av,Woodlawn,Bx,4,Elevated,40.886037,-73.878751
379,402,IRT,Jerome Av,Mosholu Pkwy,Bx,4,Elevated,40.87975,-73.884655
380,405,IRT,Jerome Av,Bedford Park Blvd - Lehman College,Bx,4,Elevated,40.873412,-73.890064
381,406,IRT,Jerome Av,Kingsbridge Rd,Bx,4,Elevated,40.86776,-73.897174
382,407,IRT,Jerome Av,Fordham Rd,Bx,4,Elevated,40.862803,-73.901034
383,408,IRT,Jerome Av,183 St,Bx,4,Elevated,40.858407,-73.903879
384,409,IRT,Jerome Av,Burnside Av,Bx,4,Elevated,40.853453,-73.907684
385,410,IRT,Jerome Av,176 St,Bx,4,Elevated,40.84848,-73.911794
386,411,IRT,Jerome Av,Mt Eden Av,Bx,4,Elevated,40.844434,-73.914685
387,412,IRT,Jerome Av,170 St,Bx,4,Elevated,40.840075,-73.917791
388,413,IRT,Jerome Av,167 St,Bx,4,Elevated,40.835537,-73.9214
604,414,IRT,Jerome Av,161 St - Yankee Stadium,Bx,4,Elevated,40.827994,-73.925831
603,415,IRT,Jerome Av,149 St - Grand Concourse,Bx,4,Subway,40.818375,-73.927351
391,416,IRT,Jerome Av,138 St - Grand Concourse,Bx,4 5,Subway,40.813224,-73.929849
392,621,IRT,Lexington Av,125 St,M,4 5 6,Subway,40.804138,-73.937594
397,626,IRT,Lexington Av,86 St,M,4 5 6,Subway,40.779492,-73.955589
613,629,IRT,Lexington Av,59 St,M,4 5 6,Subway,40.762526,-73.967967
610,631,IRT,Lexington Av,Grand Central - 42 St,M,4 5 6,Subway,40.751776,-73.976848
602,635,IRT,Lexington Av,14 St - Union Sq,M,4 5 6,Subway,40.734673,-73.989951
622,640,IRT,Lexington Av,Brooklyn Bridge - City Hall,M,4 5 6,Subway,40.713065,-74.004131
628,418,IRT,Lexington Av,Fulton St,M,4 5,Subway,40.710368,-74.009509
413,419,IRT,Lexington Av,Wall St,M,4 5,Subway,40.707557,-74.011862
414,420,IRT,Lexington Av,Bowling Green,M,4 5,Subway,40.704817,-74.014065
620,423,IRT,Eastern Pky,Borough Hall,Bk,4 5,Subway,40.692404,-73.990151
