Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude
399,628,IRT,Lexington Av,68 St - Hunter College,M,6,Subway,40.768141,-73.96387
